IRA / tax credits	library-14-10becaf8-e3f5-47d0-88b6-0511fa496dfb	Wind/Solar Project Cancellations 15GW	federal_legislation	IRA|Wind|Solar|Project Cancellations|48E|45Y	0.08	Jan 15, 2027	2027-01-15	15+ GW of announced wind/solar cancellations citing the OBBBA phase-out confirms collapse of ICF's renewable energy EIS, permitting, and grid engineering services pipeline from developer clients.
IRA / tax credits	library-14-7ad152f6-b2b9-4c60-843b-607ee1a821ff	OBBBA 45Y/48E Hard Deadline	federal_legislation	OBBBA|Section 45Y|Section 48E|ITC|Construction Deadline	0.62	Jul 4, 2026	2026-07-04	If the OBBBA July 4, 2026 BOC deadline takes effect without extension, Linea's Duffy Solar (construction Q3 2026) loses ITC/PTC eligibility, collapsing tax equity economics and threatening the Google PPA-backed financing stack.
IRA / tax credits	library-145d48e7-e00a-4c92-9cb4-1b5fc040d4f1	Chinese Panel FEOC ITC Disqualification	macro_policy	FEOC|Section 48E|ITC|solar modules|China supply chain	0.72	Dec 31, 2026	2026-12-31	YES payout when Chinese-module solar projects are disqualified from §48E ITC is a direct downside hedge for Linea's solar portfolio; small allocation due to overlap with BOC and SEA tariff major hedges.
IRA / tax credits	library-14becaf8-dd39-4d14-b0cc-261db2a0bafa	Wind/Solar 15GW Project Cancellations	federal_legislation	wind|solar|project cancellations|OBBBA|clean energy	0.12	Dec 31, 2026	2026-12-31	15+ GW of wind/solar cancellations would validate the collapse of ICF's renewable energy EIS and permitting pipeline, confirming the revenue impairment from the OBBBA credit phase-out.
IRA / tax credits	library-15	Treasury FIE Government Ownership Rule	regulatory_actions	FIE|PFE|FEOC|ENGIE|foreign government ownership	0.04	Dec 31, 2026	2026-12-31	If Treasury classifies ≥20% foreign-government-owned entities as Prohibited Foreign Entities, ENGIE S.A. (24% French state-owned) could be entirely disqualified from claiming §45Y/48E credits on its US portfolio, destroying the financial basis for all North American renewable development.
IRA / tax credits	library-16	FEOC Safe Harbor Tables Finalized	regulatory_actions	Treasury|FEOC|Section 48E|ITC|Energy Storage	0.15	Jan 10, 2027	2027-01-10	If Treasury fails to publish final FEOC safe harbor tables (NO), customers face compliance uncertainty that delays 48E ITC monetization and stalls Antora deployment commitments.
BOEM/permitting	library-160c1e8c-92dc-4a73-a9a8-5ef70c05cf08	Refined Copper Phased Duty Expansion	trade_policy	Section 232|copper tariff|refined copper|trade policy|energy infrastructure	0.04	Dec 31, 2026	2026-12-31	Phased refined copper duties (15% in 2027, 30% in 2028) would increase wiring and transformer procurement costs across ENGIE NA's solar, wind, and BESS construction programs.
IRA / tax credits	library-16527d68-f2ec-4f4a-b917-767e6d02c42b	IRS Domestic Content Bonus Guidance	federal_legislation	IRS|domestic content|Section 48E|OBBBA|safe harbor	0.35	Sep 30, 2026	2026-09-30	If IRS does NOT issue domestic content compliance methodology by September 30 (NO), developers lack clarity — an indirect hedge on Greenskies losing the bonus adder on post-2026 starts.
IRA / tax credits	library-17	45Y/48E BOC Deadline Permanence	regulatory_actions	IRA|clean energy tax credits|OBBBA|45Y|48E	0.55	Jul 4, 2026	2026-07-04	Closely tracks the OBBBA credit cliff risk already covered by the higher-allocation library-17ad152f6 contract; provides marginal additional hedge on same BOC deadline scenario.
IRA / tax credits	library-17ad152f6-b2b9-4c60-843b-607ee1a821ff	OBBBA Solar Wind Credit Cliff	federal_legislation	IRA|OBBBA|Section 45Y|Section 48E|wind solar tax credit	0.62	Jul 10, 2026	2026-07-10	If the July 4, 2026 BOC deadline takes effect with no extension, ENGIE's post-deadline US wind/solar pipeline loses ITC/PTC eligibility, directly triggering ENGIE North America's already-announced 50% investment cut and stranding project development costs.
BOEM/permitting	library-17bd5478-e913-40c8-8321-67a94de5f8b5	EACOP Vigilance Injunction	regulatory_actions	EACOP|duty of vigilance|France|climate litigation|Uganda	0.04	Dec 31, 2026	2026-12-31	A court-ordered EACOP construction injunction under France's duty of vigilance law would halt a key African upstream growth project and create precedent for future operational restrictions on TotalEnergies' projects globally.
BOEM/permitting	library-19674139-a4aa-4589-91eb-fa8daa44e5fb	CIP-015-1 EACMS/PACS Scope Expansion	regulatory_actions	FERC|NERC CIP-015-1|INSM|cybersecurity|EACMS	0.25	Jul 15, 2026	2026-07-15	NERC filing scope expansion for CIP-015-1 (YES) expands mandatory INSM requirements to EACMS and PACS, increasing the compliance burden and capital spending required across SCE's control infrastructure.
Section 232 / steel	library-1f859f8cb-2442-4158-9386-652c063a985a	Section 232 Steel Derivatives Tariff	trade_policy	Section 232|steel derivatives|full customs value|trade policy|modular construction	0.7	Dec 31, 2027	2027-12-31	Sustained 25% full-customs-value tariff on steel derivative articles through 2027 extends cost pressure on structural components used in citizenM hotel builds beyond the near-term planning horizon.
IRA / tax credits	library-1fd66723-2a10-4cbd-ae6b-003d2c2ed6af	PFE Solar MACR Threshold	regulatory_actions	IRS|Treasury|FEOC|solar|tax credits	0.55	Dec 31, 2026	2026-12-31	A YES (≤40% threshold set) tightens compliance for NextEra's solar supply chain, but the 40% level is largely anticipated; covered by the broader MACR deadline miss hedge and deduplicated here.
BOEM/permitting	library-20845ecb-1015-4fe2-9f0a-ad84122faebd	Colombia 2027 Minimum Wage Hike	macro_policy	Colombia|Minimum Wage|Labor Policy|Macro|2027	0.38	Jan 15, 2027	2027-01-15	A further 10%+ Colombia wage hike for 2027 would compound the already-elevated 2026 payroll base for Arcos Dorados Colombia restaurants; a forward-looking downside hedge warranting a small allocation.
IRA / tax credits	library-21	OBBBA PFE Battery Credit Rules	macro_policy	Notice 2026-15|Section 45X|OBBBA|PFE|battery components	0.4	Sep 30, 2026	2026-09-30	Delayed finalization of OBBBA PFE rules leaves Cummins Accelera unable to confirm 45X, 45Y, and 48E credit eligibility for 2026 production, creating revenue recognition risk and hampering project financing for electrolyzer customers.
IRA / tax credits	library-213424d3-4dc8-4f07-a81c-d31e3a3539c7	BESS FEOC Safe Harbor Pathway	regulatory_actions	FEOC|BESS|Treasury|Section 48E|Safe Harbor	0.25	Dec 31, 2026	2026-12-31	Failure to publish BESS FEOC safe harbor (NO) leaves Duffy BESS in compliance limbo, but payout is indirect and partially covered by the CATL/BYD designation hedge.
IRA / tax credits	library-21e0c-treasury-feoc-macr-tables	FEOC Safe Harbor Tables	regulatory_actions	FEOC|Treasury|Section 48E|Solar ITC|Battery Storage	0.55	Dec 31, 2026	2026-12-31	Final FEOC safe harbor tables not published (NO) prolongs ambiguity about 48E credit eligibility for SameDay's battery+solar TPO offerings, preventing product structuring and deal closings.
IRA / tax credits	library-21e2-feoc-48e-safe-harbor	FEOC 48E Safe Harbor Tables	regulatory_actions	FEOC|48E|Treasury|safe harbor|solar storage	0.45	Jan 10, 2027	2027-01-10	Treasury failing to publish final FEOC safe harbor tables (NO) perpetuates regulatory ambiguity, preventing SameDay from structuring any TPO product with certainty about 48E eligibility.
BOEM/permitting	library-2334c37a-745b-4ef8-b8f9-95ece84965d6	FinCEN IA AML Rule Revision	regulatory_actions	FinCEN|AML|Investment Adviser|31 CFR 1032|RIA Compliance	0.55	Dec 31, 2027	2027-12-31	A narrowed or revised AML/CFT rule reduces compliance scope for Hines RIA operations, making YES resolution a beneficial outcome; this contract offers limited downside hedge utility.
IRA / tax credits	library-24d038da-59be-49dc-8a5b-23b4f8cba7aa	OBBBA BOC Deadline Court Stay	federal_legislation	OBBBA|court injunction|45Y|48E|beginning of construction|wind/solar	0.12	Jul 1, 2026	2026-07-01	No court staying the OBBBA BOC deadline (NO payout) means Clearway's projects not yet at physical work stage lose 45Y/48E credit eligibility—a valid downside hedge with moderate volume and imminent July 4 deadline.
Section 232 / steel	library-26	Section 232 Tariff Reduction	trade_policy	Section 232|steel tariffs|OCTG|trade policy	0.263	Sep 30, 2026	2026-09-30	If Section 232 tariffs are not reduced below 40% by Q3 2026, steel costs remain elevated, sustaining 15%+ OCTG inflation that erodes Bakken well economics.
BOEM/permitting	library-29e549e9-f94a-430f-b00d-749b8740b073	CBAM Downstream Goods Expansion	regulatory_actions	EU|CBAM|trade policy|downstream goods|power electronics	0.05	Dec 31, 2026	2026-12-31	Low probability and highly indirect exposure; CBAM scope expansion to power transformers would marginally affect charger hardware costs but is too distant to warrant current allocation.
BOEM/permitting	library-2ab039d3-ba2-4710-8533-ae132a178caf	Section 232 Copper Tariff Persistence	trade_policy	Section 232|copper tariffs|trade policy|construction inputs	0.7	Jan 15, 2027	2027-01-15	Persistence of 50%+ copper tariffs through year-end 2026 directly inflates wire, conduit, and piping costs — EMCOR's highest-volume commodity spend.
BOEM/permitting	library-2ab039d3-bca2-4710-8533-ae132a178caf	Section 232 Copper Tariff Persistence	trade_policy	Section 232|Copper|Tariffs|Refrigeration|Manufacturing	0.82	Dec 31, 2026	2026-12-31	Copper tubing and aluminum fins are the primary raw materials for ServiceTech's evaporator and condenser coil fabrication; 50% Section 232 copper tariffs directly inflate bill-of-materials costs across UNICOM's entire equipment line.
BOEM/permitting	library-2ac775e6-f72a-49b0-b18a-9a12f2dc87be	California SB 253 Survival	regulatory_actions	California|SB 253|climate disclosure|ESG|CARB	1	Dec 31, 2026	2026-12-31	SB 253 survival (YES) is a tailwind, not a hedge — this contract was included as a candidate but does not represent downside insurance for Realizse; allocated minimally as a conditional offset tracker.
IRA / tax credits	library-2c59e53f-079b-4d6e-9b95-180addc82797	FEOC Safe Harbor Tables Published	regulatory_actions	FEOC|MACR|Treasury|Section 45Y|Section 48E	0.35	Jan 10, 2027	2027-01-10	Treasury publishing MACR tables on time would be favorable to NextEra; the hedge value lies in the 'NO' side (tables not published), which is redundant with the MACR deadline miss contract already in the major portfolio.
IRA / tax credits	library-2dc4bd2a-0ac8-4cfa-bc6b-4fc16a25d886	OBBBA PFE Material Assistance Thresholds	macro_policy	Treasury|OBBBA|Section 45X|PFE|wind components	0.45	Sep 30, 2026	2026-09-30	Treasury finalizing restrictive FEOC/PFE material assistance thresholds would disqualify wind blade manufacturers using Chinese-origin composite inputs from 45X credits, contracting demand for Composites One's materials.
IRA / tax credits	library-2e0c7c98-36dc-4bad-871b-ad4b34a3a782	FEOC Safe Harbor Tables	regulatory_actions	FEOC|Treasury|IRS|Section 48E|supply chain	0.72	Jan 10, 2027	2027-01-10	If Treasury fails to issue FEOC safe harbors by Dec 2026, Sunrun cannot verify compliance for projects claiming 48E credits, risking IRS disqualification of entire portfolios relying on Chinese components.
Section 232 / steel	library-31d42266-1809-49f7-8110-2d227d79f416	Section 232 September Derivatives Cycle	trade_policy	Section 232|BIS|steel derivatives|HTS 7308.90|solar tracker	0.27	Oct 31, 2026	2026-10-31	September 2026 BIS inclusion of tracker structural steel under HTS 7308.90 would raise raw material costs at Nextpower's Texas, Arizona, and Tennessee steel partners.
Section 232 / steel	library-33bdfe35-2709-422c-aa18-84438de20758	Section 232 Tariff Court Injunction Risk	trade_policy	Section 232|court injunction|steel tariffs|aluminum tariffs|construction materials	0.18	Dec 31, 2026	2026-12-31	A court injunction suspending the full-customs-value tariff calculation for steel and aluminum would reduce construction input costs for PECO, so buying NO hedges the scenario where the injunction fails and tariffs remain in full force.
Section 232 / steel	library-33bdfe9f-2709-422c-aa18-84438de20758	Section 232 Derivative Injunction Risk	trade_policy	Section 232|Court Injunction|Steel Tariffs|Aluminum Tariffs|Trade Policy	0.38	Dec 31, 2026	2026-12-31	A court injunction blocking the Section 232 derivative tariff would relieve ITW's cost burden, making this a complementary monitoring contract rather than a primary downside hedge.
BOEM/permitting	library-3535d0f1-c953-426a-9cb6-b62ae2e0094a	Section 232 Semiconductor Tariff Expansion	trade_policy	Section 232|semiconductors|tariff expansion|trade policy|defense supply chain	0.2	Jun 30, 2026	2026-06-30	Expansion of Section 232 to legacy chips and discrete components would sweep in the commodity ICs used in Q-Tech's oscillator circuitry, meaningfully inflating BOM costs.
IRA / tax credits	library-3909dac0-5995-49ec-a0d7-0b07010ac498	Treasury BOC Final Regulations	regulatory_actions	Treasury|EO-14315|BOC|45Y|48E|wind|solar	0.15	Jun 30, 2026	2026-06-30	Treasury finalizing strict BOC regulations with anti-circumvention rules (YES) eliminates any developer safe harbors and increases the likelihood PEP's US solar projects cannot satisfy BOC under OBBBA.
Section 232 / steel	library-3d15f5ec-0cdf-4862-a675-6f9e31138897	EU Steel Tariff Rate Cut	trade_policy	EU|Section 232|Steel Tariff Cut|Trade Deal|August 2026	0.22	Aug 31, 2026	2026-08-31	A NO resolution (no Section 232 rate reduction to 25% or below for EU steel) confirms elevated tariffs on European-sourced wire rod and steel inputs continue, maintaining the full cost burden on Lincoln Electric's European supply chain.
IRA / tax credits	library-4	FEOC MACR Proposed Regs 2026	regulatory_actions	Treasury|IRS|FEOC|PFE|MACR	0.3	Dec 31, 2026	2026-12-31	Publication of formal MACR regs could trigger compliance uncertainty and supply-chain restructuring costs for ENGIE's solar and battery procurement; secondary to the BOC deadline risk.
BOEM/permitting	library-40b6d4cb-3304-47f6-8a26-54e245a934ae	Copper Derivative Tariff Expansion	trade_policy	Section 232|Copper Tariffs|Derivative Products|Trade Policy|Manufacturing	0.12	Dec 31, 2026	2026-12-31	Expansion of copper tariffs to valves, heat exchangers, and bus bars would further inflate downstream procurement costs embedded in Lincoln Electric's supply chain.
IRA / tax credits	library-43	48E/45Y Construction Deadline Lock-In	federal_legislation	Section 48E|Section 45Y|IRA phase-out|construction deadline|solar demand	0.55	Sep 30, 2026	2026-09-30	Duplicate of primary OBBBA construction deadline contract (library-7ad152f6) held in major contracts; no marginal allocation needed.
BOEM/permitting	library-441aa3e1-copper-tariff-derivatives	Section 232 Copper Derivative Tariff	trade_policy	Section 232|copper tariff|Proclamation 11021|renewable construction|wiring	0.75	Dec 31, 2026	2026-12-31	Copper winding wire tariffs increase costs for BAM's grid infrastructure and renewable generation assets, which rely heavily on copper conductors for transmission and generation equipment.
BOEM/permitting	library-448fffe6-9736-4704-b856-508637bf3111	Section 232 Copper Tariff Survival	trade_policy	Section 232|copper|tariffs|LatAm|trade finance	0.82	Dec 31, 2026	2026-12-31	Section 232 copper derivative tariffs remaining in effect through 2026 would continue to penalize LatAm copper-related exporters whose creditworthiness is embedded in Marco's trade finance portfolio.
BOEM/permitting	library-44920129-6b70-4ed0-bd7a-9bcfba86b4ef	Copper Winding Wire Tariff Persistence	trade_policy	Section 232|Steel Tariffs|Trade Policy|Manufacturing	0.55	Dec 31, 2026	2026-12-31	Persistent 50% tariffs on copper electrical conductors and winding wire through 2027 would materially inflate the cost of transformer components central to Lincoln Electric's inverter-based welding machine product line.
Section 232 / steel	library-44aa5571-df2a-49dd-8b01-b57f785fa338	Section 232 Tariff Reduction	trade_policy	Section 232|Steel Tariffs|Executive Action|Trade Relief	0.15	Dec 31, 2026	2026-12-31	Section 232 tariffs not being reduced (NO) means Deco Industries continues bearing elevated steel and aluminum costs; NO payout offsets those ongoing supply chain losses.
Section 232 / steel	library-44aa5571-df2a-49dd-8b01-b75f785fa338	Section 232 Tariff Suspension	trade_policy	Section 232|steel tariffs|Proclamation 10947|tariff reduction|heavy equipment	0.352	Dec 31, 2026	2026-12-31	A NO outcome (tariffs NOT reduced) confirms continued 50% Section 232 cost burden on pump equipment, but this contract is a near-duplicate of the primary Section 232 hedge and adds no incremental downside coverage.
IRA / tax credits	library-4733ae92	ITC/PTC Deadline Extension Bill	federal_legislation	IRA|45Y|48E|Congress|OBBBA	0.08	Dec 31, 2026	2026-12-31	Failure of Congress to pass deadline extension legislation is the adverse outcome for ENGIE; buying NO provides a conditional hedge against political inaction on IRA credit restoration.
IRA / tax credits	library-4733ae92-8a25-4611-a0b7-a5c71656387a	Wind/Solar Credit Deadline Extension	federal_legislation	OBBBA|IRA|Congress|45Y|48E	0.22	Dec 31, 2026	2026-12-31	Congressional failure to extend the OBBBA construction-start deadline leaves developers without relief, confirming the downside scenario for Centuri's clean-energy backlog already hedged via the YES position.
BOEM/permitting	library-478c13a7-7652-4582-877d-a444e1dbb29d	Section 122 Construction Material Tariff Replacement	federal_legislation	Section 122|tariffs|construction materials|SCOTUS|trade policy	0.441	Sep 30, 2026	2026-09-30	Section 122 replacement tariffs of 15%+ on steel and aluminum as a post-SCOTUS IEEPA fallback would sustain C&C's equipment and parts cost burden through a different legal mechanism.
IRA / tax credits	library-499cc8f4-b452-4090-a0fd-f41f32d58a6c	MACR Solar Wafer Content Safe Harbor	macro_policy	Treasury|MACR|solar panels|45Y|48E|China wafer|Southeast Asia	0.48	Dec 31, 2026	2026-12-31	A 40%-or-lower Chinese-wafer threshold for Southeast Asian panels effectively disqualifies most of the global solar module supply chain, reducing Quanta's renewable EPC award opportunities.
Section 232 / steel	library-49cbfe58-9044-4d48-8096-a8964306b772	Steel Fittings HTS 7307 Tariff Inclusion	trade_policy	Section 232|steel fittings|HTS 7307|BIS|trade policy	0.55	Dec 31, 2026	2026-12-31	BIS adding HTS 7307 steel fittings to the Section 232 derivatives list would impose an additional 25% duty on Viega's steel fitting imports from China and India, directly elevating MegaPress input costs.
Section 232 / steel	library-4b58de27-77bc-4e00-a93f-6d5bf385dfc8	Mexico Section 232 Steel Exemption	trade_policy	Section 232|Mexico|Steel|Aluminum|Tariff Exemption	0.05	Aug 31, 2026	2026-08-31	Buy NO hedges the most likely scenario — no exemption granted — sustaining 50% Section 232 duties on Mexican steel and aluminum exported to or sourced for US-bound ServiceTech equipment.
IRA / tax credits	library-4e797b7c-8fe3-4eb3-8dde-e62fc9ba1d6a	FEOC Chinese Transformer Switchgear Ban	federal_legislation	FEOC|OBBBA|transformers|switchgear|China|Section 45Y	0.07	Dec 31, 2026	2026-12-31	Treasury classifying Chinese-made Schneider transformers and switchgear as prohibited FEOC material assistance would disqualify them from clean energy projects, forcing costly supply chain restructuring.
IRA / tax credits	library-52	Wind 40% MACR Threshold Confirmation	regulatory_actions	Treasury|FEOC|wind|45Y|MACR	0.55	Dec 31, 2026	2026-12-31	If Treasury sets a MORE restrictive threshold than 40%, ENGIE's wind development pipeline faces disqualification; buying NO hedges the scenario where the threshold is confirmed at a friendly level (adverse for ENGIE is NO resolution).
Section 232 / steel	library-533e9df1-169a-477f-9f1d-7d1462232236	Section 232 Congressional Approval Bills	federal_legislation	Section 232|steel tariffs|Congress|trade policy	0.119	Jan 20, 2027	2027-01-20	A NO outcome (bills do NOT pass) leaves executive Section 232 tariff authority unrestricted, maintaining full 50% tariff risk on C&C's equipment; but very low passage probability makes this a weak standalone hedge signal.
IRA / tax credits	library-57-placeholder	Treasury FEOC Safe Harbor Tables	regulatory_actions	Treasury|FEOC|Safe Harbor|45Y|48E	0.25	Jan 10, 2027	2027-01-10	Delayed or absent safe harbor cost tables extend ENGIE NA's compliance uncertainty window; NO position hedges the likely outcome that Treasury misses the December 2026 deadline.
IRA / tax credits	library-57-treasury-feoc-final	Treasury FEOC Safe Harbor Tables	regulatory_actions	Treasury|FEOC|Section 48E|Section 45Y|BESS|safe harbor|battery storage	0.3	Jan 10, 2027	2027-01-10	Absence of final safe harbor cost tables by year-end 2026 leaves BESS developers without definitive guidance on qualifying non-CATL/BYD supply chains, further delaying ENGIE NA's battery storage procurement decisions.
IRA / tax credits	library-57-treasury-feoc-safe-harbor	Treasury FEOC Safe Harbor Tables	regulatory_actions	FEOC|Treasury|IRS|safe harbor|45Y|48E	0.62	Jan 10, 2027	2027-01-10	Failure to publish final safe harbor tables by December 2026 perpetuates uncertainty over which battery supply chains qualify, forcing ENGIE NA to either pause BESS construction starts or accept credit disqualification risk.
IRA / tax credits	library-58	OBBBA Solar Credit BOC Deadline	federal_legislation	solar|IRA|45Y|48E|OBBBA	0.72	Jul 10, 2026	2026-07-10	The July 4, 2026 construction-start deadline becoming operative locks Tampa Electric out of Section 45Y/48E credits on its post-2026 solar pipeline, directly inflating financing costs and undermining the economics of planned solar capacity additions.
IRA / tax credits	library-59a5d8f6-fb7b-44e4-a02f-bc9fa721c2c2	Treasury Wind FEOC Threshold Rule	regulatory_actions	OBBBA|Treasury|FEOC|Section 45Y|EO 14315	0.62	Dec 31, 2026	2026-12-31	Resolves YES if Treasury retains the lenient 40% threshold — a good outcome for Linea; buying NO hedges against a stricter threshold but the contract framing makes it a weak hedge instrument.
